,name,face_image,mean,minimum,maximum,median,mode
108,Marillyn Hewson,"[[[181 191 231]
  [183 192 230]
  [185 194 232]
  ...
  [194 201 234]
  [193 200 233]
  [192 199 232]]

 [[180 190 230]
  [183 192 230]
  [184 193 231]
  ...
  [196 201 234]
  [194 199 232]
  [193 198 231]]

 [[181 191 231]
  [184 193 231]
  [185 194 232]
  ...
  [195 200 233]
  [194 199 232]
  [192 197 230]]

 ...

 [[157 174 187]
  [157 172 188]
  [157 172 188]
  ...
  [150 157 207]
  [139 146 196]
  [145 152 201]]

 [[156 172 188]
  [158 172 190]
  [160 174 192]
  ...
  [143 150 199]
  [146 151 200]
  [161 167 214]]

 [[157 173 189]
  [158 172 190]
  [160 174 192]
  ...
  [148 156 203]
  [164 170 217]
  [170 176 221]]]",175.58234994678142,28.0,242.0,185.0,194.0
109,Mark Hurd,"[[[ 26  41  90]
  [ 25  39  88]
  [ 29  43  92]
  ...
  [120 144 232]
  [122 147 233]
  [123 148 234]]

 [[ 26  41  90]
  [ 27  42  91]
  [ 26  41  90]
  ...
  [125 150 236]
  [125 151 235]
  [121 145 235]]

 [[ 28  41  93]
  [ 28  42  91]
  [ 29  43  91]
  ...
  [123 147 231]
  [126 149 235]
  [119 142 228]]

 ...

 [[ 27  39  87]
  [ 28  40  88]
  [ 27  37  85]
  ...
  [103 132 201]
  [ 99 129 200]
  [ 95 124 198]]

 [[ 24  36  84]
  [ 22  34  82]
  [ 25  35  83]
  ...
  [ 94 127 196]
  [ 93 128 196]
  [ 93 125 198]]

 [[ 30  42  90]
  [ 23  35  83]
  [ 22  32  80]
  ...
  [ 91 124 193]
  [ 90 122 193]
  [ 90 125 193]]]",120.16183825792551,3.0,245.0,130.0,156.0
111,Mark Shuttleworth,"[[[151 161 201]
  [150 160 200]
  [150 160 200]
  ...
  [210 216 251]
  [209 215 250]
  [209 215 250]]

 [[146 156 196]
  [146 156 196]
  [150 160 200]
  ...
  [209 216 249]
  [209 216 249]
  [209 216 249]]

 [[143 153 193]
  [140 150 190]
  [146 156 196]
  ...
  [208 215 248]
  [208 215 248]
  [208 215 248]]

 ...

 [[ 19  12  15]
  [ 15   8  11]
  [ 17  10  15]
  ...
  [178 183 214]
  [183 190 215]
  [177 184 204]]

 [[ 16   9  12]
  [ 18  11  14]
  [ 19  12  17]
  ...
  [190 195 228]
  [187 194 221]
  [170 177 197]]

 [[ 12   5   8]
  [ 16   9  12]
  [ 18  11  14]
  ...
  [176 181 206]
  [173 178 203]
  [179 184 209]]]",186.42124824936258,1.0,255.0,205.0,230.0
112,Mark Thompson,"[[[ 73 105 158]
  [ 69 106 158]
  [ 73 110 162]
  ...
  [181 194 246]
  [181 194 246]
  [181 194 246]]

 [[ 71 105 158]
  [ 69 106 158]
  [ 73 110 162]
  ...
  [180 193 245]
  [180 193 245]
  [180 193 245]]

 [[ 64 101 153]
  [ 65 102 154]
  [ 73 110 162]
  ...
  [179 192 244]
  [179 192 244]
  [179 192 244]]

 ...

 [[ 59  92 137]
  [ 62  96 142]
  [ 65 100 144]
  ...
  [185 145 117]
  [198 155 128]
  [206 164 135]]

 [[ 62  95 140]
  [ 65  99 145]
  [ 68 103 147]
  ...
  [236 195 163]
  [243 199 168]
  [243 201 172]]

 [[ 58  92 135]
  [ 57  91 137]
  [ 57  92 136]
  ...
  [246 204 175]
  [245 202 175]
  [243 200 173]]]",154.31994341078624,1.0,255.0,167.0,183.0
113,Mark Zuckerberg,"[[[151 171 222]
  [148 168 218]
  [148 167 222]
  ...
  [160 175 200]
  [159 175 199]
  [112 117 138]]

 [[153 174 224]
  [149 172 221]
  [149 169 220]
  ...
  [146 167 192]
  [159 180 200]
  [115 122 143]]

 [[153 174 223]
  [148 171 221]
  [150 171 220]
  ...
  [143 165 195]
  [165 183 200]
  [122 129 155]]

 ...

 [[157 174 223]
  [162 175 226]
  [160 172 226]
  ...
  [  0   7   0]
  [  3   4   0]
  [  8  23   0]]

 [[160 177 226]
  [160 177 226]
  [161 177 228]
  ...
  [ 22  15   0]
  [  5  18   0]
  [  3  24   0]]

 [[160 177 226]
  [161 178 227]
  [157 174 223]
  ...
  [ 20  15   0]
  [ 21  28   0]
  [  2  26   0]]]",184.28380462724937,1.0,242.0,197.0,225.0
114,Mary T,"[[[192 209 230]
  [193 212 233]
  [186 204 227]
  ...
  [ 11   7  13]
  [ 12   8  14]
  [ 14  10  16]]

 [[192 209 230]
  [193 212 233]
  [186 204 227]
  ...
  [ 11   7  13]
  [ 12   8  14]
  [ 13   9  15]]

 [[191 208 229]
  [192 211 232]
  [185 203 226]
  ...
  [ 11   7  13]
  [ 11   7  13]
  [ 12   8  14]]

 ...

 [[140 161 188]
  [135 156 183]
  [126 147 174]
  ...
  [109 140 171]
  [ 78 109 142]
  [ 66  94 118]]

 [[139 160 187]
  [140 161 188]
  [133 154 181]
  ...
  [ 84 119 153]
  [118 153 187]
  [114 148 172]]

 [[140 161 189]
  [136 157 185]
  [132 153 181]
  ...
  [ 74 102 136]
  [ 72 102 137]
  [ 88 117 148]]]",72.03860538062493,1.0,235.0,67.0,35.0
115,Masayoshi Son,"[[[ 82 114 150]
  [ 81 113 149]
  [ 80 112 147]
  ...
  [ 93 114 146]
  [ 93 114 146]
  [ 90 111 143]]

 [[ 85 117 152]
  [ 86 116 151]
  [ 78 108 143]
  ...
  [ 90 109 142]
  [ 93 112 145]
  [ 91 110 143]]

 [[ 79 109 144]
  [ 77 107 142]
  [ 77 105 140]
  ...
  [ 92 111 144]
  [ 94 113 146]
  [ 92 111 144]]

 ...

 [[ 39  50  70]
  [ 38  49  69]
  [ 37  52  68]
  ...
  [ 57  74 101]
  [ 55  74 101]
  [ 57  76 103]]

 [[ 38  49  69]
  [ 38  49  69]
  [ 37  52  68]
  ...
  [ 56  73 100]
  [ 53  72  99]
  [ 57  76 103]]

 [[ 37  48  68]
  [ 38  49  69]
  [ 41  54  70]
  ...
  [ 54  71  98]
  [ 52  71  98]
  [ 56  75 102]]]",81.59763706120692,5.0,254.0,77.0,62.0
116,Meg Whitman,"[[[118 150 226]
  [126 152 236]
  [128 153 239]
  ...
  [133 175 246]
  [136 176 248]
  [137 176 245]]

 [[118 152 228]
  [125 151 235]
  [127 153 237]
  ...
  [132 171 245]
  [134 172 244]
  [135 170 243]]

 [[116 151 225]
  [124 151 232]
  [126 153 234]
  ...
  [129 166 240]
  [131 169 241]
  [134 169 242]]

 ...

 [[ 69  94 158]
  [ 73 104 173]
  [ 87 116 185]
  ...
  [152 184 255]
  [147 179 252]
  [138 168 247]]

 [[ 66  91 153]
  [ 71 105 175]
  [ 89 119 190]
  ...
  [150 184 250]
  [152 183 252]
  [146 174 251]]

 [[ 65  80 152]
  [ 76  96 167]
  [ 96 121 193]
  ...
  [150 183 255]
  [147 179 254]
  [146 178 254]]]",176.5420524691358,27.0,254.0,187.0,197.0
117,Michael Corbat,"[[[ 64  81 137]
  [ 69  88 145]
  [ 79  97 158]
  ...
  [157 170 226]
  [159 176 227]
  [153 171 218]]

 [[ 67  85 138]
  [ 72  89 146]
  [ 78  96 155]
  ...
  [159 173 226]
  [160 177 228]
  [157 174 223]]

 [[ 69  87 140]
  [ 74  91 147]
  [ 81  98 155]
  ...
  [158 172 225]
  [161 175 227]
  [159 176 225]]

 ...

 [[ 54  74 121]
  [ 58  79 131]
  [ 65  85 143]
  ...
  [161 176 232]
  [159 175 228]
  [157 173 226]]

 [[ 56  77 122]
  [ 58  79 130]
  [ 62  82 140]
  ...
  [161 177 230]
  [158 174 227]
  [156 173 224]]

 [[ 59  74 123]
  [ 60  74 126]
  [ 72  89 140]
  ...
  [161 178 227]
  [164 181 230]
  [158 175 224]]]",141.6959600166597,8.0,216.0,147.0,189.0
118,Michael Dell,"[[[106 118 158]
  [106 117 161]
  [105 115 162]
  ...
  [ 23  24  34]
  [ 33  34  44]
  [ 39  41  49]]

 [[106 118 158]
  [106 117 161]
  [105 115 162]
  ...
  [ 23  23  35]
  [ 30  31  41]
  [ 42  43  53]]

 [[104 116 156]
  [105 116 160]
  [105 115 162]
  ...
  [ 43  43  55]
  [ 43  44  54]
  [ 37  38  48]]

 ...

 [[ 61  57  56]
  [ 59  54  55]
  [ 56  54  54]
  ...
  [112 133 194]
  [107 128 189]
  [ 99 120 181]]

 [[ 61  56  57]
  [ 60  55  56]
  [ 59  54  55]
  ...
  [107 128 190]
  [103 124 185]
  [ 97 118 179]]

 [[ 61  56  57]
  [ 62  56  57]
  [ 61  55  56]
  ...
  [105 126 188]
  [106 127 189]
  [107 128 189]]]",129.99568207616463,1.0,241.0,142.0,148.0
119,Michael J,"[[[124 142 179]
  [135 152 191]
  [111 127 169]
  ...
  [158 166 203]
  [149 157 194]
  [145 155 195]]

 [[126 144 181]
  [132 149 188]
  [105 121 163]
  ...
  [150 159 193]
  [155 164 198]
  [151 165 201]]

 [[ 98 116 153]
  [133 150 189]
  [127 144 183]
  ...
  [137 147 177]
  [150 161 193]
  [151 165 201]]

 ...

 [[166 193 244]
  [165 194 245]
  [158 187 238]
  ...
  [171 198 242]
  [171 198 242]
  [175 200 242]]

 [[152 179 230]
  [154 183 234]
  [159 190 241]
  ...
  [173 200 244]
  [176 204 245]
  [180 206 246]]

 [[158 179 231]
  [157 179 231]
  [156 180 232]
  ...
  [181 207 247]
  [179 202 240]
  [174 198 234]]]",187.65432098765433,35.0,228.0,201.0,210.0
120,Michael O'Leary,"[[[ 99  95 171]
  [ 95  93 169]
  [ 97  97 175]
  ...
  [ 67 102 206]
  [ 68 100 207]
  [ 69 101 208]]

 [[103  99 174]
  [102 100 176]
  [100 100 176]
  ...
  [ 70 102 207]
  [ 71 101 206]
  [ 68  97 205]]

 [[102  98 173]
  [102 100 176]
  [ 99 102 177]
  ...
  [ 76 103 207]
  [ 76 103 207]
  [ 73  99 205]]

 ...

 [[203 104 136]
  [179 102 146]
  [152  94 149]
  ...
  [ 88 106 197]
  [ 87 105 196]
  [ 87 105 196]]

 [[206 102 125]
  [190 103 137]
  [167  97 144]
  ...
  [ 90 105 197]
  [ 85 103 194]
  [ 82 100 191]]

 [[211 102 118]
  [208 107 133]
  [188 103 141]
  ...
  [ 83 101 192]
  [ 84 101 194]
  [ 78  95 188]]]",121.5526643598616,5.0,178.0,129.0,142.0
121,Millard Drexler,"[[[182 168 172]
  [194 180 184]
  [194 179 183]
  ...
  [ 51  41  41]
  [ 53  43  43]
  [ 56  46  46]]

 [[183 169 173]
  [194 180 184]
  [194 179 183]
  ...
  [ 51  41  41]
  [ 52  42  42]
  [ 55  45  45]]

 [[193 178 182]
  [202 187 191]
  [195 180 184]
  ...
  [ 49  41  41]
  [ 50  42  42]
  [ 53  45  45]]

 ...

 [[131 164 210]
  [135 165 212]
  [145 171 217]
  ...
  [ 33  56 104]
  [ 38  56  97]
  [ 24  39  71]]

 [[128 159 210]
  [132 161 212]
  [142 167 217]
  ...
  [ 22  46  92]
  [ 34  53  91]
  [ 17  31  60]]

 [[125 152 208]
  [130 155 211]
  [135 160 216]
  ...
  [ 24  47  92]
  [ 34  52  89]
  [ 11  22  52]]]",133.9271267102915,2.0,252.0,130.0,95.0
122,Mukesh Ambani,"[[[ 41  77 155]
  [ 48  92 175]
  [ 57 107 190]
  ...
  [ 76 118 201]
  [ 79 120 205]
  [ 76 119 206]]

 [[ 41  79 161]
  [ 53  97 181]
  [ 61 111 194]
  ...
  [ 81 123 206]
  [ 78 122 205]
  [ 74 118 202]]

 [[ 43  83 165]
  [ 55 101 185]
  [ 63 114 200]
  ...
  [ 81 125 208]
  [ 79 123 206]
  [ 74 118 201]]

 ...

 [[ 58 100 183]
  [ 67 108 187]
  [ 69 108 186]
  ...
  [ 80 117 202]
  [ 78 117 202]
  [ 71 111 199]]

 [[ 58  98 181]
  [ 61 101 183]
  [ 61 100 179]
  ...
  [ 78 117 202]
  [ 72 113 198]
  [ 67 107 196]]

 [[ 54  94 177]
  [ 59  99 181]
  [ 60 101 180]
  ...
  [ 75 116 201]
  [ 75 115 203]
  [ 72 112 201]]]",128.6598161168199,10.0,218.0,133.0,136.0
123,Noel Quinn,"[[[182 193 220]
  [168 179 206]
  [161 172 200]
  ...
  [143 158 220]
  [142 157 219]
  [141 156 218]]

 [[170 181 209]
  [176 187 215]
  [175 186 214]
  ...
  [142 157 219]
  [141 156 218]
  [141 156 218]]

 [[168 179 207]
  [173 184 212]
  [175 186 214]
  ...
  [141 156 218]
  [141 156 218]
  [141 156 218]]

 ...

 [[150 159 197]
  [140 149 187]
  [122 131 169]
  ...
  [121 135 177]
  [111 124 168]
  [106 119 165]]

 [[142 151 188]
  [137 146 183]
  [120 129 166]
  ...
  [123 139 182]
  [116 129 175]
  [112 125 171]]

 [[144 153 190]
  [146 155 192]
  [133 142 179]
  ...
  [126 142 185]
  [124 137 183]
  [119 132 178]]]",148.6370019390755,5.0,253.0,160.0,174.0
124,Oh-Hyun Kwon,"[[[ 97 129 204]
  [ 98 128 205]
  [ 98 128 207]
  ...
  [144 192 228]
  [143 192 230]
  [140 192 228]]

 [[100 128 205]
  [100 127 208]
  [101 126 212]
  ...
  [139 191 227]
  [144 192 226]
  [142 193 226]]

 [[ 97 127 206]
  [ 94 127 206]
  [ 97 130 209]
  ...
  [144 192 228]
  [144 194 230]
  [142 192 228]]

 ...

 [[ 80 107 174]
  [ 82 110 170]
  [ 80 107 171]
  ...
  [ 81 105 193]
  [ 87 112 198]
  [ 92 117 203]]

 [[ 86 107 168]
  [ 84 109 171]
  [ 85 109 169]
  ...
  [ 84 109 195]
  [ 92 114 202]
  [ 98 123 209]]

 [[ 80 103 165]
  [ 82 104 169]
  [ 78 102 168]
  ...
  [ 88 113 193]
  [ 91 118 199]
  [ 95 126 201]]]",121.51487554994924,1.0,255.0,123.0,124.0
125,Oscar Munoz,"[[[85 52 43]
  [87 54 45]
  [88 55 46]
  ...
  [91 55 47]
  [90 54 46]
  [90 54 46]]

 [[84 51 42]
  [88 55 46]
  [88 55 46]
  ...
  [91 55 47]
  [90 54 46]
  [90 54 46]]

 [[85 52 43]
  [89 56 47]
  [88 55 46]
  ...
  [92 56 48]
  [91 55 47]
  [91 55 47]]

 ...

 [[80 49 40]
  [84 52 46]
  [84 52 46]
  ...
  [95 59 51]
  [95 59 51]
  [94 58 50]]

 [[81 50 41]
  [84 52 46]
  [84 52 46]
  ...
  [96 60 52]
  [96 60 52]
  [95 59 51]]

 [[83 52 43]
  [82 50 44]
  [83 51 45]
  ...
  [96 60 52]
  [94 58 50]
  [93 57 49]]]",58.414965986394556,50.0,67.0,59.0,60.0
126,Paul Hermelin,"[[[105 145 210]
  [106 148 215]
  [107 149 218]
  ...
  [ 63 116 197]
  [ 58 111 192]
  [ 50 103 184]]

 [[107 145 209]
  [108 148 213]
  [110 150 215]
  ...
  [ 65 115 197]
  [ 58 111 191]
  [ 52 102 184]]

 [[113 147 206]
  [112 148 208]
  [114 150 210]
  ...
  [ 67 116 196]
  [ 59 111 188]
  [ 56 105 185]]

 ...

 [[162 174 208]
  [168 181 213]
  [173 187 216]
  ...
  [ 68  99 150]
  [ 62  94 143]
  [ 64  97 143]]

 [[161 173 207]
  [164 178 207]
  [167 181 209]
  ...
  [ 69 100 151]
  [ 60  92 141]
  [ 61  94 140]]

 [[158 171 203]
  [159 173 201]
  [161 175 203]
  ...
  [ 69 100 151]
  [ 58  90 139]
  [ 59  92 138]]]",151.73567105731578,15.0,219.0,158.0,200.0
127,Phebe Novakovic,"[[[ 21  16  25]
  [ 24  19  28]
  [ 23  18  27]
  ...
  [116 147 186]
  [110 139 178]
  [105 132 169]]

 [[ 26  21  30]
  [ 24  19  28]
  [ 21  16  25]
  ...
  [118 148 189]
  [117 145 186]
  [109 135 175]]

 [[ 23  18  27]
  [ 18  13  22]
  [ 16  11  20]
  ...
  [121 151 192]
  [117 145 186]
  [115 141 181]]

 ...

 [[102 129 179]
  [105 133 180]
  [108 136 183]
  ...
  [116 152 200]
  [116 149 198]
  [111 144 193]]

 [[102 129 179]
  [106 134 181]
  [105 133 180]
  ...
  [115 153 201]
  [113 149 197]
  [113 146 195]]

 [[ 84 111 161]
  [101 131 178]
  [108 138 185]
  ...
  [116 155 200]
  [112 148 196]
  [111 144 193]]]",151.16613911208506,3.0,231.0,162.0,185.0
129,Rajesh Gopinathan,"[[[ 51  73 115]
  [ 51  73 114]
  [ 52  74 115]
  ...
  [ 86 124 182]
  [ 86 124 182]
  [ 87 125 183]]

 [[ 52  74 116]
  [ 50  72 113]
  [ 50  72 113]
  ...
  [ 88 126 184]
  [ 88 126 184]
  [ 88 126 184]]

 [[ 52  74 115]
  [ 50  72 113]
  [ 48  70 111]
  ...
  [ 90 128 186]
  [ 90 128 186]
  [ 90 128 186]]

 ...

 [[ 37  57  92]
  [ 34  53  90]
  [ 38  57  94]
  ...
  [ 85 118 168]
  [ 83 115 164]
  [ 77 109 158]]

 [[ 38  58  93]
  [ 36  55  92]
  [ 39  58  95]
  ...
  [ 84 117 167]
  [ 83 115 164]
  [ 78 110 159]]

 [[ 40  60  95]
  [ 37  56  93]
  [ 40  59  96]
  ...
  [ 82 115 165]
  [ 83 115 164]
  [ 79 111 160]]]",98.46887870794576,4.0,233.0,98.0,143.0
130,Rakesh Khanna,"[[[ 94 142 194]
  [ 89 139 192]
  [ 89 141 194]
  ...
  [160 196 236]
  [157 194 232]
  [157 194 232]]

 [[ 91 139 191]
  [ 86 136 189]
  [ 87 139 192]
  ...
  [155 191 231]
  [155 192 230]
  [158 194 232]]

 [[ 90 140 192]
  [ 89 139 192]
  [ 85 137 190]
  ...
  [155 191 231]
  [154 191 229]
  [156 192 230]]

 ...

 [[ 91 136 180]
  [ 86 134 176]
  [ 89 137 179]
  ...
  [111 163 203]
  [109 161 201]
  [109 162 199]]

 [[ 87 132 176]
  [ 89 134 177]
  [ 87 135 177]
  ...
  [110 162 202]
  [111 163 203]
  [104 157 194]]

 [[ 88 133 176]
  [ 90 135 178]
  [ 88 136 178]
  ...
  [106 158 198]
  [111 163 203]
  [105 157 197]]]",138.51078971533516,45.0,235.0,138.0,137.0
131,Randall L,"[[[167 189 231]
  [163 185 227]
  [160 181 226]
  ...
  [ 72 114 181]
  [ 68 110 175]
  [ 66 108 173]]

 [[166 186 227]
  [158 180 222]
  [158 179 224]
  ...
  [ 71 113 180]
  [ 71 113 178]
  [ 66 108 173]]

 [[164 184 225]
  [158 180 222]
  [156 178 220]
  ...
  [ 65 107 174]
  [ 69 111 176]
  [ 66 108 173]]

 ...

 [[168 194 230]
  [176 196 231]
  [180 196 225]
  ...
  [107 142 198]
  [144 180 234]
  [147 184 236]]

 [[169 193 229]
  [175 196 228]
  [180 196 225]
  ...
  [110 145 201]
  [142 179 231]
  [145 182 232]]

 [[166 188 223]
  [173 194 226]
  [180 198 227]
  ...
  [108 144 198]
  [136 173 225]
  [146 183 233]]]",145.63793919629708,1.0,255.0,156.0,169.0
132,Raymond Kwok,"[[[ 74  82  99]
  [ 76  84 101]
  [ 77  85 102]
  ...
  [171 182 204]
  [170 180 204]
  [167 179 203]]

 [[ 76  83 102]
  [ 78  85 104]
  [ 80  87 106]
  ...
  [170 181 203]
  [170 180 204]
  [167 179 203]]

 [[ 79  86 105]
  [ 80  87 106]
  [ 83  90 109]
  ...
  [170 181 203]
  [169 179 203]
  [167 179 203]]

 ...

 [[ 82  95 109]
  [ 80  91 105]
  [ 79  86 101]
  ...
  [120 133 165]
  [119 132 164]
  [117 130 162]]

 [[ 83  96 110]
  [ 81  92 106]
  [ 79  86 101]
  ...
  [123 136 168]
  [119 132 164]
  [116 129 161]]

 [[ 80  96 109]
  [ 82  93 107]
  [ 82  87 102]
  ...
  [124 137 169]
  [120 133 165]
  [117 130 162]]]",127.88468809073724,23.0,252.0,128.0,93.0
133,Rich Barton,"[[[168 142 106]
  [169 145 115]
  [165 143 118]
  ...
  [189 169 158]
  [189 170 162]
  [187 170 161]]

 [[170 142 111]
  [170 145 119]
  [166 142 122]
  ...
  [188 168 157]
  [186 167 159]
  [184 166 159]]

 [[173 144 117]
  [177 147 128]
  [173 147 131]
  ...
  [183 164 151]
  [179 160 152]
  [177 159 152]]

 ...

 [[179 143  97]
  [184 146 104]
  [186 151 111]
  ...
  [209 177 134]
  [212 180 145]
  [215 183 154]]

 [[179 143  97]
  [183 148 104]
  [187 153 110]
  ...
  [213 183 142]
  [214 183 152]
  [217 186 161]]

 [[181 145  97]
  [184 149 105]
  [188 154 111]
  ...
  [216 187 148]
  [216 186 157]
  [220 189 166]]]",150.49586776859505,112.0,189.0,151.0,145.0
134,Rich Lesser,"[[[134 162 197]
  [134 162 197]
  [135 163 198]
  ...
  [128 146 193]
  [126 142 188]
  [127 144 187]]

 [[134 162 197]
  [133 161 196]
  [134 162 197]
  ...
  [122 139 188]
  [131 149 196]
  [143 159 205]]

 [[134 162 197]
  [133 161 196]
  [134 162 197]
  ...
  [122 142 190]
  [124 142 189]
  [123 142 187]]

 ...

 [[125 158 191]
  [124 157 190]
  [127 160 193]
  ...
  [137 160 222]
  [137 159 224]
  [141 163 229]]

 [[128 161 194]
  [128 161 194]
  [128 162 192]
  ...
  [135 160 222]
  [133 158 222]
  [137 161 227]]

 [[135 168 201]
  [134 168 198]
  [132 166 196]
  ...
  [134 159 221]
  [132 157 219]
  [134 159 223]]]",160.07506159169552,1.0,255.0,171.0,177.0
135,Richard B,"[[[146 108 103]
  [213 180 177]
  [225 195 194]
  ...
  [102 127 177]
  [107 132 182]
  [113 138 188]]

 [[180 140 135]
  [219 186 183]
  [227 197 196]
  ...
  [ 98 125 176]
  [102 129 180]
  [109 136 187]]

 [[223 184 176]
  [221 188 185]
  [229 199 198]
  ...
  [ 96 123 174]
  [100 127 178]
  [108 135 186]]

 ...

 [[229 191 189]
  [213 182 185]
  [213 186 190]
  ...
  [ 70  78 115]
  [ 73  80 119]
  [ 73  80 119]]

 [[223 185 181]
  [216 184 185]
  [224 197 201]
  ...
  [ 68  76 113]
  [ 68  75 114]
  [ 78  85 124]]

 [[203 163 158]
  [225 191 192]
  [219 189 194]
  ...
  [ 70  78 115]
  [ 70  77 116]
  [ 76  83 122]]]",150.22075285338016,2.0,253.0,158.0,199.0
136,Richard Fairbank,"[[[157 184 234]
  [154 181 231]
  [156 181 231]
  ...
  [ 62  90 137]
  [ 64  92 139]
  [ 64  93 138]]

 [[159 186 236]
  [155 182 232]
  [158 183 233]
  ...
  [ 60  88 135]
  [ 61  89 136]
  [ 62  91 136]]

 [[161 188 238]
  [157 184 234]
  [158 185 235]
  ...
  [ 58  86 133]
  [ 57  86 131]
  [ 63  89 135]]

 ...

 [[124 156 222]
  [126 158 224]
  [126 157 226]
  ...
  [ 69  91 143]
  [ 73  96 146]
  [ 75  95 142]]

 [[124 156 222]
  [126 158 224]
  [126 157 226]
  ...
  [ 71  92 147]
  [ 71  93 145]
  [ 72  92 139]]

 [[124 156 222]
  [125 157 223]
  [126 157 226]
  ...
  [ 72  93 148]
  [ 71  92 144]
  [ 69  89 136]]]",133.5128561041708,2.0,213.0,140.0,180.0
137,Robert Bakish,"[[[ 85 113 174]
  [ 93 132 201]
  [ 99 145 216]
  ...
  [132 171 245]
  [142 183 255]
  [133 173 255]]

 [[ 88 115 182]
  [100 139 213]
  [ 95 146 209]
  ...
  [140 176 252]
  [133 172 246]
  [131 171 253]]

 [[ 99 127 191]
  [116 155 230]
  [106 155 225]
  ...
  [141 180 254]
  [131 170 248]
  [135 180 254]]

 ...

 [[ 93 125 196]
  [125 164 238]
  [138 175 249]
  ...
  [104 153 239]
  [118 166 248]
  [126 173 254]]

 [[ 97 125 196]
  [122 154 229]
  [144 177 250]
  ...
  [106 152 240]
  [123 171 249]
  [131 180 254]]

 [[118 143 205]
  [106 135 209]
  [139 177 255]
  ...
  [118 159 244]
  [130 174 251]
  [133 180 254]]]",187.06266820453672,11.0,244.0,196.0,205.0
138,Robert H,"[[[169 139 174]
  [167 138 171]
  [167 136 167]
  ...
  [207 206 208]
  [203 202 204]
  [206 203 205]]

 [[165 140 184]
  [163 138 182]
  [162 136 176]
  ...
  [206 205 207]
  [205 204 206]
  [207 204 206]]

 [[151 126 176]
  [155 130 180]
  [154 126 172]
  ...
  [206 203 205]
  [204 201 203]
  [207 204 206]]

 ...

 [[114  90 138]
  [113  88 138]
  [113  89 137]
  ...
  [132  81  79]
  [128  71  62]
  [123  62  48]]

 [[107  80 120]
  [107  81 127]
  [108  82 128]
  ...
  [136  87  89]
  [132  78  71]
  [123  65  53]]

 [[ 99  71 101]
  [101  73 109]
  [102  74 110]
  ...
  [131  84  86]
  [130  78  72]
  [122  64  52]]]",81.44984567901234,21.0,208.0,70.0,42.0
139,Robert James Thomson,"[[[ 60 102 167]
  [ 62 104 171]
  [ 63 105 172]
  ...
  [ 79 130 186]
  [ 82 133 189]
  [ 85 137 190]]

 [[ 58 100 165]
  [ 62 104 171]
  [ 65 107 174]
  ...
  [ 79 130 186]
  [ 82 133 189]
  [ 84 135 191]]

 [[ 57  99 164]
  [ 60 102 169]
  [ 63 105 172]
  ...
  [ 80 133 190]
  [ 86 136 194]
  [ 89 140 196]]

 ...

 [[ 97  28   1]
  [ 94  25   0]
  [ 90  23   0]
  ...
  [ 97 147 219]
  [ 97 147 219]
  [ 94 144 216]]

 [[ 98  29   2]
  [ 96  27   0]
  [ 91  24   0]
  ...
  [ 94 144 216]
  [ 92 142 214]
  [ 87 137 209]]

 [[ 99  30   3]
  [ 97  28   1]
  [ 94  25   0]
  ...
  [ 90 141 211]
  [ 86 136 208]
  [ 80 130 202]]]",127.80485764676241,1.0,250.0,141.0,163.0
140,Robert Noel,"[[[ 66  64 110]
  [ 62  67 112]
  [ 75  80 125]
  ...
  [134 154 209]
  [135 156 208]
  [136 157 209]]

 [[ 74  72 118]
  [ 70  75 120]
  [ 74  79 124]
  ...
  [135 155 210]
  [137 158 210]
  [138 159 210]]

 [[ 75  78 122]
  [ 74  75 119]
  [ 73  73 119]
  ...
  [135 153 206]
  [137 155 208]
  [138 156 209]]

 ...

 [[162 176 218]
  [155 169 211]
  [158 172 214]
  ...
  [156 170 219]
  [152 166 215]
  [160 174 223]]

 [[160 174 216]
  [159 173 215]
  [158 172 214]
  ...
  [157 171 220]
  [155 169 218]
  [159 173 222]]

 [[158 172 214]
  [165 179 221]
  [160 174 216]
  ...
  [153 167 216]
  [153 167 216]
  [156 170 219]]]",150.54500895466114,2.0,224.0,162.0,184.0
141,Roland Dickey Jr,"[[[154 177 225]
  [160 183 229]
  [163 182 225]
  ...
  [169 191 233]
  [167 188 233]
  [165 185 232]]

 [[155 177 225]
  [161 184 230]
  [165 184 229]
  ...
  [166 188 230]
  [165 186 231]
  [164 185 230]]

 [[156 178 226]
  [160 180 227]
  [165 185 232]
  ...
  [167 188 233]
  [168 189 234]
  [168 189 234]]

 ...

 [[136 156 213]
  [147 167 225]
  [138 160 218]
  ...
  [130 153 215]
  [119 141 206]
  [106 128 193]]

 [[121 147 207]
  [142 163 214]
  [147 165 212]
  ...
  [124 148 214]
  [111 133 199]
  [ 98 115 182]]

 [[119 140 201]
  [137 155 214]
  [137 155 214]
  ...
  [110 134 200]
  [100 122 187]
  [ 90 108 173]]]",180.574462890625,6.0,233.0,195.0,225.0
